max_vehicles_num,vehicle_interval_min,vehicle_interval_max,vehicle_position_update_interval,vehicle_life_time,num_lanes,lane_width,vehicle_speed,vehicle_length,tag_start_offset,tag_height,vehicle_direction,use_tag_front,use_tag_back,use_reader_antenna_front,use_reader_antenna_back,use_doppler,ber_model,permittivity,conductivity,thermal_noise,reader_rounds_per_antenna,reader_session_strategy,m,dr,tari,data0_multiplier,rtcal_multiplier,sl,session,trext,q,reader_antenna_offset,reader_antenna_height,reader_antenna_rp,reader_antenna_gain,reader_antenna_cable_loss,reader_antenna_angle,reader_antenna_polarization,reader_circulator_noise,reader_frequency,reader_tx_power,reader_switch_power,reader_power_on_interval,reader_power_off_interval,epc_size,tid_size,tag_sensitivity,tag_antenna_rp,tag_antenna_gain,tag_antenna_polarization,tag_modulation_loss,tag_s1_persistence,tag_s2_persistence,tag_s3_persistence,tag_sl_persistence,vehicle_read_rate,epc_read_rate,tid_read_rate,avg_antenna_interval,avg_rounds_per_tag,avg_round_duration,avg_num_vehicles_in_round,avg_num_tags_in_round,avg_num_tags_in_busy_round,elapsed_time
100,0.4,0.6,0.001,,2,3.5,75.0,4.0,31.0,0.5,"(1, 0, 0)",True,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,2,8,12.5,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.47619047619047616,0.3333333333333333,0.23809523809523808,0.0043321319570554,3.9047619047619047,0.0043321319570554,9.460117548278758,0.2787573467674223,1.0,20.331710858
100,0.4,0.6,0.001,,2,3.5,75.0,4.0,31.0,0.5,"(1, 0, 0)",True,False,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,2,8,12.5,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.23809523809523808,0.38095238095238093,0.23809523809523808,0.004144590258010078,4.476190476190476,0.004144590258010078,9.572009764035801,0.15134255492270138,1.0,15.205412517
100,0.4,0.6,0.001,,2,3.5,75.0,4.0,31.0,0.5,"(1, 0, 0)",False,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,2,8,12.5,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.23809523809523808,0.38095238095238093,0.23809523809523808,0.00407020117032448,3.857142857142857,0.00407020117032448,9.63780778395552,0.13264495631453535,1.0,15.735186571
100,0.4,0.6,0.001,,2,3.5,92.5,4.0,31.0,0.5,"(1, 0, 0)",True,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,2,8,12.5,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,12,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.42857142857142855,0.35714285714285715,0.2619047619047619,0.004293348727868559,3.1666666666666665,0.004293348727868559,9.371740958788898,0.2413793103448276,1.0,20.458899991
100,0.4,0.6,0.001,,2,3.5,72.5,4.0,31.0,0.5,"(1, 0, 0)",True,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,A,2,8,12.5,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.004809360168498739,6.904761904761905,0.004809360168498739,9.265070921985815,0.2553191489361702,1.0,20.30668629
100,0.4,0.6,0.001,,2,3.5,95.0,4.0,31.0,0.5,"(1, 0, 0)",True,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,2,8,25.0,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.42857142857142855,0.38095238095238093,0.2619047619047619,0.008576466145062883,1.6428571428571428,0.008576466145062883,9.148211243611584,0.2453151618398637,1.0,16.4998846
100,0.4,0.6,0.001,,2,3.5,30.0,4.0,31.0,0.5,"(1, 0, 0)",True,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,8,8,12.5,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.005471708185670604,1.8333333333333333,0.005471708185670604,7.085365853658536,0.16851441241685144,1.2666666666666666,19.096301173
100,0.4,0.6,0.001,,2,3.5,120.0,4.0,31.0,0.5,"(1, 0, 0)",True,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,4,8,12.5,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.42857142857142855,0.2619047619047619,0.21428571428571427,0.0044226808397690425,2.0952380952380953,0.0044226808397690425,9.280104712041885,0.16230366492146597,1.0,19.860953263
100,0.4,0.6,0.001,,2,3.5,95.0,4.0,31.0,0.5,"(1, 0, 0)",True,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,4,8,12.5,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.47619047619047616,0.40476190476190477,0.35714285714285715,0.004786872592699949,2.880952380952381,0.004786872592699949,9.163857677902621,0.23595505617977527,1.0,20.292611197
100,0.4,0.6,0.001,,2,3.5,85.0,4.0,31.0,0.5,"(1, 0, 0)",True,True,True,True,True,rayleigh,15.0,0.03,-114.0,1,AB,2,8,18.75,2.0,2.0,ALL,0,False,4,1.0,5.0,dipole,6.0,-2.0,0.7853981633974483,0.5,-80.0,860000000,31.5,True,2.0,0.1,12,6,-18.0,dipole,2.0,1.0,-12.0,0.5,2.0,2.0,2.0,0.38095238095238093,0.30952380952380953,0.21428571428571427,0.0064593348669011305,2.4047619047619047,0.0064593348669011305,9.093023255813954,0.26744186046511625,1.0,18.586118806
